"","CBJMD00700","CBJMD01400","CBJMD02800","CBJMD04200","CBJMD04201","CBJMD04202","CBJMD04203","CHCFD00700","CHCFD01400","CHCFD02800","CHCFD04200","CHCFD05601","CHCFD05602","CHCFD05603","DGYFD06201","DGYFD06202","DGYFD06203","DGYMD06201","DGYMD06202","DGYMD06203","DHCFD07801","DHCFD07802","DHCFD07803","DHCMD07801","DHCMD07802","DHCMD07803","DHKFD23501","DHKFD23502","DHKFD23503","DSLFD04101","DSLFD04102","DSLFD04103","DSLMD04101","DSLMD04102","DSLMD04103","DSTFD04001","DSTFD04002","DSTFD04003","DSTMD04001","DSTMD04002","DSTMD04003","HBJMD00700","HBJMD01400","HBJMD02800","HBJMD04200","HBJMD04201","HBJMD04202","HBJMD04203","HHCFD00700","HHCFD01400","HHCFD02800","HHCFD04200","HHCFD05601","HHCFD05602","HHCFD05603","LBJMD00700","LBJMD01400","LBJMD02800","LBJMD04200","LBJMD04201","LBJMD04202","LBJMD04203","LHCFD00700","LHCFD01400","LHCFD02800","LHCFD04200","LHCFD05601","LHCFD05602","LHCFD05603","MBJMD00700","MBJMD01400","MBJMD02800","MBJMD04200","MBJMD04201","MBJMD04202","MBJMD04203","MHCFD00700","MHCFD01400","MHCFD02800","MHCFD04200","MHCFD05601","MHCFD05602","MHCFD05603","NBJMD00100","NBJMD00700","NBJMD01400","NBJMD02800","NBJMD04200","NBJMD04201","NBJMD04202","NBJMD04203","NHCFD00100","NHCFD00700","NHCFD01400","NHCFD02800","NHCFD04200","NHCFD05601","NHCFD05602","NHCFD05603"
"Brachybacterium faecium","3.356367e-05","0.000000e+00","1.674634e-05","7.434550e-06","1.535739e-06","3.684272e-06","0.000000e+00","1.746369e-05","3.313394e-05","5.660665e-06","9.843206e-07","4.192352e-06","1.905431e-06","4.622131e-06","4.980718e-04","9.030218e-04","2.881543e-05","7.610885e-05","3.449600e-04","1.853215e-05","7.925187e-03","2.460365e-04","6.662615e-03","1.299668e-03","1.677226e-02","1.856670e-02","2.597971e-06","5.729321e-06","1.474367e-05","2.861385e-06","1.510089e-06","1.095611e-07","4.024656e-07","2.307397e-06","1.120127e-07","1.655904e-05","3.441979e-07","5.409156e-06","0.000000e+00","1.645758e-05","1.045719e-06","1.447691e-05","5.107376e-05","7.650242e-07","5.538618e-07","1.399318e-06","2.787412e-07","5.269131e-05","3.104858e-06","1.844173e-06","4.436841e-05","5.915242e-07","1.033670e-06","1.001938e-06","6.605627e-06","7.917472e-06","6.581037e-06","2.300131e-07","1.122807e-06","5.161568e-05","6.711769e-07","2.673626e-06","3.040148e-05","4.228656e-06","1.300576e-05","3.634407e-06","2.070736e-06","9.325885e-07","3.603268e-07","2.827434e-05","3.481530e-05","2.220940e-06","3.476476e-07","2.442130e-06","0.000000e+00","1.764650e-05","8.039867e-06","1.080252e-05","5.564481e-06","9.789412e-07","7.021038e-06","2.242164e-06","2.471601e-05","6.788093e-06","7.498809e-06","2.992238e-05","1.359087e-05","1.183284e-06","0.000000e+00","3.590047e-05","4.692464e-06","7.980525e-06","0.000000e+00","1.664853e-05","4.720990e-05","4.609331e-06","2.657604e-06","4.886399e-06","1.650037e-05"
"Brachybacterium muris","0.000000e+00","0.000000e+00","0.000000e+00","1.173234e-06","0.000000e+00","8.097515e-07","0.000000e+00","5.086522e-07","7.922218e-07","1.260272e-06","1.447540e-07","0.000000e+00","4.687271e-08","1.199122e-06","1.198918e-05","3.028097e-05","3.326970e-06","3.319305e-06","1.791253e-05","3.270668e-06","2.451735e-05","0.000000e+00","1.108280e-05","1.726106e-06","1.429203e-05","2.481338e-05","1.681917e-06","4.135098e-05","8.019365e-05","0.000000e+00","0.000000e+00","5.650443e-08","0.000000e+00","3.437065e-07","0.000000e+00","1.676913e-06","0.000000e+00","8.694911e-07","5.071599e-08","3.712094e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.874842e-07","1.459070e-05","0.000000e+00","5.912088e-08","1.916391e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.569999e-07","2.025711e-06","3.115823e-07","1.774735e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.026809e-07","4.521777e-07","2.192986e-06","2.122289e-06","7.008603e-08","0.000000e+00","3.992788e-08","1.329213e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.902871e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.991543e-06","5.505488e-06","9.666975e-07","5.369116e-08","4.073206e-07","1.849757e-06"
"Brachybacterium paraconglomeratum","2.597966e-04","1.116700e-04","2.177696e-04","4.552748e-05","3.951092e-06","1.998174e-05","0.000000e+00","1.751459e-04","2.950182e-04","7.585339e-05","7.445034e-06","4.855728e-06","8.307471e-06","1.194694e-05","1.518406e-03","6.791171e-03","2.917035e-04","2.951876e-04","3.716686e-03","1.711185e-04","9.092131e-03","2.360044e-04","3.183020e-03","5.106842e-04","4.239276e-03","6.816321e-03","7.580254e-06","1.108543e-04","1.207511e-04","5.062625e-06","3.549629e-06","2.318306e-07","1.957235e-06","3.506894e-06","1.282978e-07","2.614868e-05","6.657614e-07","8.398521e-06","1.620853e-06","8.978953e-06","3.352377e-06","1.650579e-04","2.003316e-04","3.702216e-06","1.429083e-06","1.463536e-06","1.665551e-06","0.000000e+00","3.110506e-05","4.928498e-05","8.613353e-04","6.477469e-06","2.253301e-06","2.057241e-06","2.266413e-06","1.321184e-04","1.351363e-04","1.838842e-06","2.407306e-06","1.028371e-04","6.013671e-07","1.069393e-05","1.876497e-04","5.022058e-05","1.285431e-04","2.641983e-05","2.352330e-06","3.214114e-06","2.205733e-06","1.258553e-04","1.618267e-04","1.408437e-05","1.076005e-06","1.118295e-05","0.000000e+00","4.907565e-05","3.097282e-05","1.176449e-04","6.625513e-05","9.767198e-06","1.020414e-05","5.866912e-06","9.986910e-06","1.401546e-04","3.637243e-05","1.569917e-04","1.620814e-04","6.345070e-06","1.035659e-04","9.235501e-05","1.704018e-05","7.911819e-05","1.681679e-06","3.190620e-04","2.923341e-04","7.112921e-05","6.923537e-06","8.277125e-06","1.758142e-04"
"Brachybacterium phenoliresistens","0.000000e+00","0.000000e+00","0.000000e+00","2.408353e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.025921e-06","1.625532e-07","0.000000e+00","0.000000e+00","0.000000e+00","3.970067e-07","4.337356e-06","2.696055e-05","1.500222e-06","1.854262e-06","1.965003e-05","1.291135e-06","2.712000e-05","0.000000e+00","6.844681e-06","1.998990e-06","1.853850e-05","2.165309e-05","0.000000e+00","1.006418e-06","1.106910e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.651711e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.900798e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.773815e-06","0.000000e+00","2.047279e-07","1.470564e-07","1.020473e-07","9.490367e-08","0.000000e+00","0.000000e+00","0.000000e+00","1.171970e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.528845e-07","1.872162e-06","1.391388e-07","1.818448e-07","0.000000e+00","1.251793e-07","8.870553e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.504576e-07","8.570367e-07","4.080928e-06","0.000000e+00","2.317417e-07","2.290490e-06"
"Brachybacterium squillarum","0.000000e+00","0.000000e+00","0.000000e+00","4.211482e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.574583e-06","2.995390e-07","1.196141e-06","1.563344e-07","0.000000e+00","0.000000e+00","0.000000e+00","6.889085e-06","1.584824e-05","2.246268e-06","9.955529e-07","1.613392e-05","7.613834e-07","4.213257e-05","1.215910e-06","9.141086e-06","2.246926e-06","1.839470e-05","2.646883e-05","0.000000e+00","8.858920e-07","6.980850e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.010653e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.821008e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.519807e-07","6.571343e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.416228e-07","1.002394e-06","6.503577e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.562323e-07","1.267866e-06","5.446837e-07","1.682065e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.950466e-06","2.483995e-06","4.928583e-07","0.000000e+00","0.000000e+00","3.800480e-07"
"Brachymonas chironomi","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.261135e-07","0.000000e+00","2.565487e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.669405e-07","0.000000e+00","4.473802e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.469841e-06","1.508271e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.427065e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bradyrhizobium diazoefficiens","0.000000e+00","0.000000e+00","0.000000e+00","1.464515e-06","0.000000e+00","9.008321e-07","0.000000e+00","0.000000e+00","2.198403e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.513682e-08","0.000000e+00","0.000000e+00","7.872883e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.342094e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.432402e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.619094e-06","0.000000e+00","0.000000e+00","0.000000e+00","8.213360e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.507869e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.436330e-07","0.000000e+00","4.450501e-08","0.000000e+00","2.760801e-07","0.000000e+00","1.926851e-07","0.000000e+00","6.583694e-08","6.326912e-08","4.327545e-07","0.000000e+00","0.000000e+00","7.086556e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.254171e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.291279e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.594589e-08","1.529049e-07","0.000000e+00","0.000000e+00","0.000000e+00","4.195024e-07","0.000000e+00"
"Bradyrhizobium elkanii","0.000000e+00","0.000000e+00","2.533829e-06","1.286185e-06","9.258733e-06","4.762123e-05","1.508502e-06","1.924357e-06","4.964104e-06","1.029535e-07","0.000000e+00","1.119009e-07","1.248566e-07","1.358001e-07","0.000000e+00","4.307642e-08","6.738363e-08","3.597888e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.073313e-08","0.000000e+00","0.000000e+00","0.000000e+00","4.896132e-08","4.335249e-08","3.435953e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.860959e-07","0.000000e+00","3.569127e-08","5.524373e-08","0.000000e+00","0.000000e+00","0.000000e+00","1.332647e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.024317e-07","6.268749e-06","1.263856e-05","0.000000e+00","0.000000e+00","2.450419e-07","2.602970e-07","0.000000e+00","2.251133e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.083406e-07","1.688854e-05","7.677465e-06","1.361030e-05","0.000000e+00","5.454971e-07","1.545116e-07","0.000000e+00","1.014348e-07","2.092951e-07","2.571546e-08","0.000000e+00","0.000000e+00","1.424651e-06","0.000000e+00","1.084781e-05","1.093284e-06","1.058278e-05","3.353021e-07","1.240290e-07","0.000000e+00","1.245974e-07","3.513191e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.036066e-07","8.205598e-05","0.000000e+00","3.264260e-06","0.000000e+00","0.000000e+00","3.228586e-07","0.000000e+00","0.000000e+00","3.792109e-08","1.278062e-06","0.000000e+00"
"Bradyrhizobium japonicum","3.613971e-06","0.000000e+00","0.000000e+00","1.889275e-04","3.267586e-06","2.280547e-05","5.638325e-07","1.695966e-06","4.323757e-04","3.282781e-05","4.018233e-08","1.152768e-05","2.223901e-05","4.304959e-05","1.867751e-06","3.208258e-07","4.311519e-06","1.017997e-06","6.082012e-06","5.610430e-07","4.280708e-07","6.768919e-06","8.837051e-07","7.074188e-06","1.615732e-07","3.571098e-07","7.045858e-07","3.900268e-07","8.445942e-06","0.000000e+00","7.150890e-07","1.196897e-07","1.227420e-06","2.766902e-06","0.000000e+00","1.752735e-06","6.758322e-06","2.496401e-06","6.381572e-07","0.000000e+00","8.574836e-07","0.000000e+00","6.397930e-06","2.590584e-06","1.428581e-06","1.771206e-06","2.383560e-06","0.000000e+00","2.729561e-06","3.388894e-05","1.101124e-05","1.320427e-06","1.445115e-05","3.300256e-07","2.440912e-07","0.000000e+00","0.000000e+00","0.000000e+00","8.106229e-05","3.313307e-06","7.237859e-07","6.404553e-06","4.198582e-05","6.213604e-05","3.050994e-06","6.550710e-07","2.410569e-05","3.306182e-05","1.372700e-05","0.000000e+00","0.000000e+00","6.993101e-06","4.299540e-06","3.282019e-06","3.234872e-07","3.713969e-05","5.286241e-06","4.837650e-05","1.649665e-06","2.218180e-06","9.813793e-06","4.748102e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.662667e-06","3.343858e-05","0.000000e+00","0.000000e+00","9.409260e-06","0.000000e+00","3.054648e-07","1.122106e-05","3.364934e-05","8.423479e-06","2.467071e-06","1.320579e-04","2.851937e-07"
"Bradyrhizobium liaoningense","0.000000e+00","0.000000e+00","0.000000e+00","2.246247e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.118159e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.073374e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.389677e-07","0.000000e+00","1.356343e-07","0.000000e+00","0.000000e+00","4.004380e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.075372e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.475500e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.923106e-07","0.000000e+00"
"Bradyrhizobium lupini","2.830646e-06","0.000000e+00","8.329764e-06","1.097504e-05","4.328546e-07","7.817688e-05","0.000000e+00","5.260755e-06","1.170629e-05","4.869779e-05","4.110384e-07","0.000000e+00","0.000000e+00","2.833397e-07","1.967055e-07","1.317023e-08","0.000000e+00","4.083150e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.705584e-08","0.000000e+00","0.000000e+00","1.907942e-08","0.000000e+00","1.415502e-07","6.143014e-08","7.958407e-08","0.000000e+00","1.365656e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.062476e-06","9.387836e-07","1.286942e-06","1.898507e-06","0.000000e+00","1.546706e-06","7.250884e-05","4.196968e-05","0.000000e+00","2.253448e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.290983e-07","3.332443e-06","1.123926e-05","2.570118e-06","2.826228e-06","7.040257e-05","8.185786e-08","5.196259e-07","2.976404e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.394740e-05","2.513444e-07","8.507078e-07","3.519499e-07","3.673977e-05","1.191272e-05","2.576697e-06","1.737381e-06","1.175346e-07","0.000000e+00","2.818227e-07","0.000000e+00","4.918908e-06","0.000000e+00","0.000000e+00","9.720133e-06","7.388004e-06","0.000000e+00","0.000000e+00","4.686636e-06","0.000000e+00","6.964430e-08","3.356669e-05","9.152747e-06","1.590719e-05","0.000000e+00","2.041534e-07","4.825782e-07"
"Bradyrhizobium yuanmingense","0.000000e+00","0.000000e+00","0.000000e+00","5.289193e-07","2.192294e-07","7.256178e-07","0.000000e+00","0.000000e+00","2.017665e-06","0.000000e+00","0.000000e+00","0.000000e+00","4.891065e-08","9.123757e-08","0.000000e+00","0.000000e+00","1.353583e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.641147e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.890468e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.684210e-07","0.000000e+00","0.000000e+00","3.740364e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.583665e-08","0.000000e+00","2.248674e-07","0.000000e+00","0.000000e+00","1.147381e-06","0.000000e+00","0.000000e+00","5.630194e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.510946e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.268730e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.504487e-07","0.000000e+00","0.000000e+00","4.297758e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.787264e-07","0.000000e+00","1.470407e-06","0.000000e+00"
"Brevibacillus agri","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.501802e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.272417e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.970905e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.669717e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Brevibacterium album","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.811951e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.814738e-07","0.000000e+00","3.928081e-07","0.000000e+00","0.000000e+00","2.422061e-07","0.000000e+00","1.876846e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Brevibacterium casei","0.000000e+00","0.000000e+00","0.000000e+00","7.182808e-07","0.000000e+00","6.302284e-07","3.978961e-07","7.838247e-07","1.894008e-06","0.000000e+00","0.000000e+00","0.000000e+00","2.340869e-07","0.000000e+00","3.006061e-06","2.023208e-05","6.984490e-07","4.158906e-07","1.233187e-05","4.164699e-07","9.871869e-06","0.000000e+00","4.319333e-06","4.172838e-07","5.189496e-06","6.532569e-06","5.008324e-07","3.856346e-06","1.305578e-05","6.045645e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.433913e-07","0.000000e+00","6.572955e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.706669e-07","2.558136e-07","0.000000e+00","0.000000e+00","7.835503e-08","2.015931e-07","0.000000e+00","0.000000e+00","0.000000e+00","6.665642e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.977346e-07","5.647666e-07","2.992668e-07","7.775029e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.360793e-07","0.000000e+00","0.000000e+00","1.892385e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.322365e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.026494e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Brevibacterium linens","4.988729e-04","1.717376e-04","1.182741e-04","3.368176e-05","4.159383e-06","1.392609e-05","9.334380e-07","1.974159e-04","1.954312e-04","9.946427e-05","5.709259e-06","2.637305e-05","2.983049e-05","1.582216e-05","1.095673e-02","6.427813e-02","3.517121e-03","1.848513e-03","3.961209e-02","9.840062e-04","2.751863e-02","9.217480e-04","8.005272e-03","5.681789e-04","2.162802e-02","2.215202e-02","1.251007e-05","9.667496e-05","1.586156e-04","1.075426e-05","5.161170e-06","2.324153e-06","6.745447e-06","8.384979e-06","7.089453e-08","5.523354e-06","1.102620e-06","1.807330e-05","8.033612e-07","1.774844e-05","3.794534e-06","2.190521e-04","2.216234e-04","4.592910e-05","3.218001e-05","2.156980e-05","4.422892e-05","4.148922e-05","2.936539e-05","5.005127e-05","9.324811e-04","6.979432e-06","2.456220e-05","2.549860e-05","8.967999e-05","2.641473e-04","1.772605e-04","5.229321e-06","4.164214e-05","1.411657e-04","4.421873e-06","3.920881e-05","1.839907e-04","8.041317e-05","1.438726e-04","3.897510e-05","2.275471e-05","3.146795e-05","2.973948e-05","1.802796e-04","2.432460e-04","3.900469e-05","4.405811e-05","5.255037e-05","4.569110e-05","2.881731e-05","1.618736e-05","3.758034e-05","1.494398e-04","1.880008e-05","4.685550e-05","3.271244e-05","1.492755e-04","1.502842e-04","3.331047e-05","2.370881e-04","1.343451e-04","1.676631e-05","8.436544e-05","4.107816e-04","2.593334e-05","1.053875e-04","2.020900e-06","1.913169e-04","5.515983e-04","2.991318e-05","1.321835e-05","2.521531e-05","1.633927e-04"
